index,language,code
49,C,"
#include ""precomp.h""

#define LCDTIMING0_PPL(x) 		((((x) / 16 - 1) & 0x3f) << 2)
#define LCDTIMING1_LPP(x) 		(((x) & 0x3ff) - 1)
#define LCDCONTROL_LCDPWR		(1 << 11)
#define LCDCONTROL_LCDEN		(1)
#define LCDCONTROL_LCDBPP(x)	(((x) & 7) << 1)
#define LCDCONTROL_LCDTFT		(1 << 5)

#define PL110_LCDTIMING0	(PVOID)0x10120000
#define PL110_LCDTIMING1	(PVOID)0x10120004
#define PL110_LCDTIMING2	(PVOID)0x10120008
#define PL110_LCDUPBASE		(PVOID)0x10120010
#define PL110_LCDLPBASE		(PVOID)0x10120014
#define PL110_LCDCONTROL	(PVOID)0x10120018

PUSHORT LlbHwVideoBuffer;

VOID
NTAPI
LlbHwVersaClcdInitialize(VOID)
{
    
    WRITE_REGISTER_ULONG(PL110_LCDUPBASE, (ULONG)LlbHwGetFrameBuffer());
    WRITE_REGISTER_ULONG(PL110_LCDLPBASE, (ULONG)LlbHwGetFrameBuffer());
    
	WRITE_REGISTER_ULONG(PL110_LCDTIMING0, LCDTIMING0_PPL(LlbHwGetScreenWidth()));
	WRITE_REGISTER_ULONG(PL110_LCDTIMING1, LCDTIMING1_LPP(LlbHwGetScreenHeight()));
    
	WRITE_REGISTER_ULONG(PL110_LCDCONTROL,
                         LCDCONTROL_LCDEN |
                         LCDCONTROL_LCDTFT |
                         LCDCONTROL_LCDPWR |
                         LCDCONTROL_LCDBPP(4));
}

ULONG
NTAPI
LlbHwGetScreenWidth(VOID)
{
    return 720;
}
 
ULONG
NTAPI
LlbHwGetScreenHeight(VOID)
{
    return 400;
}

PVOID
NTAPI
LlbHwGetFrameBuffer(VOID)
{
    return (PVOID)0x000A0000;
}

ULONG
NTAPI
LlbHwVideoCreateColor(IN ULONG Red,
                      IN ULONG Green,
                      IN ULONG Blue)
{
    return (((Blue >> 3) << 11)| ((Green >> 2) << 5)| ((Red >> 3) << 0));
}
"
50,Java,"
package io.dropwizard.metrics;

import org.junit.Test;

import io.dropwizard.metrics.SlidingWindowReservoir;

import static org.assertj.core.api.Assertions.assertThat;

public class SlidingWindowReservoirTest {
    private final SlidingWindowReservoir reservoir = new SlidingWindowReservoir(3);

    @Test
    public void handlesSmallDataStreams() throws Exception {
        reservoir.update(1);
        reservoir.update(2);

        assertThat(reservoir.getSnapshot().getValues())
                .containsOnly(1, 2);
    }

    @Test
    public void onlyKeepsTheMostRecentFromBigDataStreams() throws Exception {
        reservoir.update(1);
        reservoir.update(2);
        reservoir.update(3);
        reservoir.update(4);

        assertThat(reservoir.getSnapshot().getValues())
                .containsOnly(2, 3, 4);
    }
}"
51,Java,"package org.asciicerebrum.neocortexengine.domain.core.particles;

public class EventFact extends StringParticle {

    public EventFact(final String eventFactInput) {
        this.setValue(eventFactInput);
    }

    @Override
    public final boolean equals(final Object obj) {
        if (!(obj instanceof EventFact)) {
            return false;
        }
        if (obj == this) {
            return true;
        }
        return this.equalsHelper(obj);
    }

    @Override
    public final int hashCode() {
        return this.hashCodeHelper();
    }

}"
52,Java,"
package com.b2international.snowowl.datastore.request.job;

import com.b2international.snowowl.core.ServiceProvider;
import com.b2international.snowowl.core.events.Request;
import com.b2international.snowowl.datastore.remotejobs.RemoteJobTracker;
import com.fasterxml.jackson.annotation.JsonProperty;

final class CancelJobRequest implements Request<ServiceProvider, Boolean> {
	
	private static final long serialVersionUID = 1L;
	
	@JsonProperty
	private final String id;

	CancelJobRequest(String id) {
		this.id = id;
	}

	@Override
	public Boolean execute(ServiceProvider context) {
		context.service(RemoteJobTracker.class).requestCancel(id);
		return Boolean.TRUE;
	}

}"
53,Java,"package com.github.sherter.googlejavaformatgradleplugin.format;

import com.google.common.collect.ImmutableList;

public class Gjf {

  public static final String GROUP_ID = ""com.google.googlejavaformat"";
  public static final String ARTIFACT_ID = ""google-java-format"";

  public static final ImmutableList<String> SUPPORTED_VERSIONS =
      ImmutableList.of(""1.0"", ""1.1"", ""1.2"", ""1.3"", ""1.4"", ""1.5"", ""1.6"", ""1.7"", ""1.8"", ""1.9"", ""1.10.0"", ""1.11.0"");

  public static Formatter newFormatter(ClassLoader classLoader, Configuration config)
      throws ReflectiveOperationException {
    return newFormatterFactory(classLoader, config).create();
  }

  private static FormatterFactory newFormatterFactory(
      ClassLoader classLoader, Configuration config) {
    switch (config.version) {
      case ""1.0"":
        return new OneDotZeroFactory(classLoader, config);
      case ""1.1"":
      case ""1.2"":
      case ""1.3"":
      case ""1.4"":
      case ""1.5"":
      case ""1.6"":
      case ""1.7"":
        return new OneDotOneFactory(classLoader, config);
      case ""1.8"":
      case ""1.9"":
      case ""1.10.0"":
      case ""1.11.0"":
      default:
        return new OneDotEightFactory(classLoader, config);
    }
  }
}"
54,Java,"
package graphfinder2.typedGraph.degree6;

import graphfinder2.graph.Graph;
import graphfinder2.graph.RingGraph;
import graphfinder2.typedGraph.AbstractTypedGraph;
import graphfinder2.typedGraph.AbstractTypedGraphCreator;
import graphfinder2.typedGraph.TypedGraph;

public class Chr6EdivOdivEdivOdiv extends AbstractTypedGraphCreator {

	private static Chr6EdivOdivEdivOdiv instance = null;

	private Chr6EdivOdivEdivOdiv() {
		super(2, 4);
	}

	public synchronized static Chr6EdivOdivEdivOdiv getInstance() {
		if (instance == null) {
			instance = new Chr6EdivOdivEdivOdiv();
		}
		return instance;
	}

	public TypedGraph create(int nodeNumber, int... params) {
		return new AbstractTypedGraph(this, nodeNumber, params) {

			@Override
			protected Graph createGraph(int nodeNUmber, int[] params) {
				
				RingGraph ringGraph = new RingGraph(nodeNumber);
				
				ringGraph.createDivisible(params[0], complexity, 0);
				ringGraph.createDivisible(params[1], complexity, 1);
				ringGraph.createDivisible(params[2], complexity, 0);
				ringGraph.createDivisible(params[3], complexity, 1);
				return ringGraph;
			}
		};

	}

	public boolean isValidNodeNumber(int nodeNumber) {
		return nodeNumber % (complexity) == 0;
	}

	public boolean isValidParams(int nodeNumber, int[] params) {
		return params[0] != params[2] && params[1] != params[3] && RingGraph.isValidDivisibleLength(nodeNumber, params[0], complexity) && RingGraph.isValidDivisibleLength(nodeNumber, params[1], complexity) && RingGraph.isValidDivisibleLength(nodeNumber, params[2], complexity) && RingGraph.isValidDivisibleLength(nodeNumber, params[3], complexity);
	}

	public boolean isOptimalParams(int nodeNumber, int[] params) {
		return params[0] < params[1];
	}
}"
55,Java,"package klaue.mcschematictool.blocktypes;

public class Farmland extends Block {
    
    public Farmland(byte wetness) {
        super((short) 60, wetness);
        this.type = Type.FARMLAND;
        if (wetness < 0 || wetness > 8) {
            throw new IllegalArgumentException(""wetness "" + wetness + ""outside boundaries"");
        }
    }

    public byte getWetness() {
        return this.data;
    }

    public void setWetness(byte wetness) {
        if (wetness < 0 || wetness > 8) {
            throw new IllegalArgumentException(""wetness "" + wetness + ""outside boundaries"");
        }
        this.data = wetness;
    }

    @Override
    public String toString() {
        return super.toString() + "", wetness: "" + this.data;
    }

    @Override
    public void setData(byte data) {
        setWetness(data);
    }
}"
56,Java,"package com.wabbit.libraries;

import android.content.Context;

import java.io.File;
import java.io.FileOutputStream;
import java.io.IOException;
import java.io.RandomAccessFile;
import java.util.UUID;

public class Installation {
    private static String sID = null;
    private static final String INSTALLATION = ""INSTALLATION"";

    public synchronized static String id(Context context) {
        if (sID == null) {  
            File installation = new File(context.getFilesDir(), INSTALLATION);
            try {
                if (!installation.exists())
                    writeInstallationFile(installation);
                sID = readInstallationFile(installation);
            } catch (Exception e) {
                throw new RuntimeException(e);
            }
        }
        return sID;
    }

    private static String readInstallationFile(File installation) throws IOException {
        RandomAccessFile f = new RandomAccessFile(installation, ""r"");
        byte[] bytes = new byte[(int) f.length()];
        f.readFully(bytes);
        f.close();
        return new String(bytes);
    }

    private static void writeInstallationFile(File installation) throws IOException {
        FileOutputStream out = new FileOutputStream(installation);
        String id = UUID.randomUUID().toString();
        out.write(id.getBytes());
        out.close();
    }
}"
57,Java,"
package org.eclipse.persistence.testing.jaxb.dynamic.util;

import org.eclipse.persistence.config.DescriptorCustomizer;
import org.eclipse.persistence.descriptors.ClassDescriptor;
import org.eclipse.persistence.oxm.XMLField;
import org.eclipse.persistence.oxm.mappings.XMLDirectMapping;

public class PersonCustomizer implements DescriptorCustomizer {

    public void customize(ClassDescriptor descriptor) throws Exception {
        XMLDirectMapping nameMapping = (XMLDirectMapping) descriptor.getMappingForAttributeName(""name"");
        XMLField nameField = (XMLField) nameMapping.getField();
        nameField.setXPath(""contact-info/personal-info/name/text()"");
    }

}"
58,Java,"package com.rabbitframework.security.web.filter.authz;

import com.rabbitframework.security.web.filter.authz.PermissionsAuthorizationFilter;
import org.slf4j.Logger;
import org.slf4j.LoggerFactory;

import javax.servlet.ServletRequest;
import javax.servlet.ServletResponse;
import java.io.IOException;

public class UriPermissionsFilter extends PermissionsAuthorizationFilter {
	private static final Logger logger = LoggerFactory.getLogger(UriPermissionsFilter.class);

	@Override
	public boolean isAccessAllowed(ServletRequest request, ServletResponse response, Object mappedValue)
			throws IOException {
		String requestUri = getPathWithinApplication(request);
		if (logger.isDebugEnabled()) {
			logger.debug(""requestUrl:"" + requestUri);
		}
		boolean result = super.isAccessAllowed(request, response, new String[] { requestUri });
		return result;
	}
}"
59,Java,"
package org.apache.camel.component.netty;

import org.apache.camel.builder.RouteBuilder;
import org.apache.camel.component.mock.MockEndpoint;
import org.junit.jupiter.api.Test;

public class NettyInOutFromSedaTest extends BaseNettyTest {

    @Test
    public void testInOutIssue() throws Exception {
        MockEndpoint mock = getMockEndpoint(""mock:result"");
        mock.expectedBodiesReceivedInAnyOrder(""Bye A"", ""Bye B"", ""Bye C"");

        template.sendBody(""seda:start"", ""A"");
        template.sendBody(""seda:start"", ""B"");
        template.sendBody(""seda:start"", ""C"");

        assertMockEndpointsSatisfied();
    }

    @Override
    protected RouteBuilder createRouteBuilder() throws Exception {
        return new RouteBuilder() {
            @Override
            public void configure() throws Exception {
                from(""seda:start"")
                        .log(""before ${body}"")
                        .to(""netty:tcp:
                        .log(""after ${body}"")
                        .to(""mock:result"");

                from(""netty:tcp:
                        .transform(body().prepend(""Bye ""));
            }
        };
    }
}"
60,Java,"
package org.diirt.util.text;

import java.io.File;
import java.io.FileReader;
import java.util.ArrayList;
import java.util.List;
import java.util.regex.Matcher;
import java.util.regex.Pattern;
import javax.swing.JFileChooser;
import static org.diirt.util.text.StringUtil.DOUBLE_REGEX_WITH_NAN;

public class CsvParserDebug {
    public static void main(String[] args) throws Exception {
        JFileChooser fc = new JFileChooser();
        int result = fc.showOpenDialog(null);
        if (result == JFileChooser.APPROVE_OPTION) {
            File selectedFile = fc.getSelectedFile();
            CsvParserResult parseResult = CsvParser.AUTOMATIC.parse(new FileReader(selectedFile));
            for (int i = 0; i < parseResult.getColumnNames().size(); i++) {
                String columnName = parseResult.getColumnNames().get(i);
                Class<?> columnType = parseResult.getColumnTypes().get(i);
                if (columnType == String.class) {
                    System.out.println(columnName + "" - "" + columnType + "" - "" + nonNumberMatching((List<String>) parseResult.getColumnValues().get(i)));
                } else {
                    System.out.println(columnName + "" - "" + columnType);
                }
            }
        }
    }
    
    public static List<String> nonNumberMatching(List<String> strings) {
        Matcher matcher = Pattern.compile(DOUBLE_REGEX_WITH_NAN).matcher("""");
        List<String> nonMatching = new ArrayList<>();
        for (String string : strings) {
            if (!matcher.reset(string).matches()) {
                nonMatching.add(string);
            }
        }
        return nonMatching;
    }
}"
61,Java,"
package API.amazon.mws.xml.JAXB;

import java.math.BigDecimal;
import javax.xml.bind.annotation.XmlAccessType;
import javax.xml.bind.annotation.XmlAccessorType;
import javax.xml.bind.annotation.XmlAttribute;
import javax.xml.bind.annotation.XmlType;
import javax.xml.bind.annotation.XmlValue;

@XmlAccessorType(XmlAccessType.FIELD)
@XmlType(name = ""CurrentDimension"", propOrder = {
    ""value""
})
public class CurrentDimension {

    @XmlValue
    protected BigDecimal value;
    @XmlAttribute(name = ""unitOfMeasure"", required = true)
    protected CurrentUnitOfMeasure unitOfMeasure;

    public BigDecimal getValue() {
        return value;
    }

    public void setValue(BigDecimal value) {
        this.value = value;
    }

    public CurrentUnitOfMeasure getUnitOfMeasure() {
        return unitOfMeasure;
    }

    public void setUnitOfMeasure(CurrentUnitOfMeasure value) {
        this.unitOfMeasure = value;
    }

}"
62,Java,"package com.flora.support;

import java.io.OutputStream;
import java.io.OutputStreamWriter;
import java.io.StringWriter;
import java.io.Writer;
import java.util.Map;

import org.apache.velocity.VelocityContext;
import org.apache.velocity.app.VelocityEngine;
import org.apache.velocity.context.Context;

import com.flora.Config;

public class VelocityTemplate {
	private VelocityEngine velocityEngine;
	private Config config;
	public VelocityTemplate(){
	}
	public String parseTemplate(String template, Map model){
		model.putAll(Config.getPageTools());
		Context context = new VelocityContext(model);
		Writer writer = new StringWriter();
		try {
			velocityEngine.mergeTemplate(template, ""UTF-8"", context, writer);
		} catch (Exception e) {
		}
		return writer.toString();
	}
	public void parseTemplate(String template, Map model, Writer writer){
		model.putAll(Config.getPageTools());
		Context context = new VelocityContext(model);
		try {
			velocityEngine.mergeTemplate(template, ""UTF-8"", context, writer);
		} catch (Exception e) {
		}
	}
	public void parseTemplate(String template, Map model, OutputStream os){
		model.putAll(Config.getPageTools());
		Context context = new VelocityContext(model);
		Writer writer = new OutputStreamWriter(os);
		try {
			velocityEngine.mergeTemplate(template, ""UTF-8"", context, writer);
		} catch (Exception e) {
		}
	}
	public void setVelocityEngine(VelocityEngine velocityEngine) {
		this.velocityEngine = velocityEngine;
	}
	public Config getConfig() {
		return config;
	}
	public void setConfig(Config config) {
		this.config = config;
	}
}"
63,Java,"package com.itheima.c_inject.c_factory;

import org.junit.Test;
import org.springframework.context.ApplicationContext;
import org.springframework.context.support.ClassPathXmlApplicationContext;

public class TestFactory {
	
	@Test
	public void demo01(){
		
		MyBeanFactory myBeanFactory = new MyBeanFactory();
		
		UserService userService = myBeanFactory.createService();
		
		userService.addUser();
	}
	@Test
	public void demo02(){
		
		String xmlPath = ""com/itheima/c_inject/c_factory/beans.xml"";
		ApplicationContext applicationContext = new ClassPathXmlApplicationContext(xmlPath);
		UserService userService = applicationContext.getBean(""userServiceId"" ,UserService.class);
		userService.addUser();
	}

}"
64,Java,"
package org.apache.directory.api.ldap.model.schema.normalizers;

import java.io.IOException;

import org.apache.directory.api.i18n.I18n;
import org.apache.directory.api.ldap.model.constants.SchemaConstants;
import org.apache.directory.api.ldap.model.entry.StringValue;
import org.apache.directory.api.ldap.model.entry.Value;
import org.apache.directory.api.ldap.model.exception.LdapException;
import org.apache.directory.api.ldap.model.exception.LdapInvalidDnException;
import org.apache.directory.api.ldap.model.schema.Normalizer;
import org.apache.directory.api.ldap.model.schema.PrepareString;

@SuppressWarnings(""serial"")
public class NumericNormalizer extends Normalizer
{
    
    public NumericNormalizer()
    {
        super( SchemaConstants.NUMERIC_STRING_MATCH_MR_OID );
    }

    public Value<?> normalize( Value<?> value ) throws LdapException
    {
        try
        {
            String normalized = PrepareString.normalize( value.getString(),
                PrepareString.StringType.NUMERIC_STRING );

            return new StringValue( normalized );
        }
        catch ( IOException ioe )
        {
            throw new LdapInvalidDnException( I18n.err( I18n.ERR_04224, value ), ioe );
        }
    }

    public String normalize( String value ) throws LdapException
    {
        try
        {
            return PrepareString.normalize( value,
                PrepareString.StringType.NUMERIC_STRING );
        }
        catch ( IOException ioe )
        {
            throw new LdapInvalidDnException( I18n.err( I18n.ERR_04224, value ), ioe );
        }
    }
}"
65,Java,"package com.piggsoft.school.web.spring.intercepter;

import javax.servlet.http.HttpServletRequest;
import javax.servlet.http.HttpServletResponse;

import org.slf4j.Logger;
import org.slf4j.LoggerFactory;
import org.springframework.web.servlet.HandlerInterceptor;
import org.springframework.web.servlet.ModelAndView;

public class ExecuteTimeInterceptor implements HandlerInterceptor {

	private static final Logger logger = LoggerFactory
			.getLogger(ExecuteTimeInterceptor.class);
	
	private static final String REQUEST_START_TIME = ExecuteTimeInterceptor.class.getName() + ""."" + ""startTime"";

	@Override
	public boolean preHandle(HttpServletRequest request,
			HttpServletResponse response, Object handler) throws Exception {
		long startTime = System.currentTimeMillis();
		request.setAttribute(REQUEST_START_TIME, startTime);
		return true;
	}

	@Override
	public void postHandle(HttpServletRequest request,
			HttpServletResponse response, Object handler,
			ModelAndView modelAndView) throws Exception {

		long startTime = (Long) request.getAttribute(REQUEST_START_TIME);

		long endTime = System.currentTimeMillis();

		long executeTime = endTime - startTime;

		if (logger.isDebugEnabled()) {
			logger.debug(""["" + handler + ""] executeTime : "" + executeTime
					+ ""ms"");
		}
	}

	@Override
	public void afterCompletion(HttpServletRequest request,
			HttpServletResponse response, Object handler, Exception ex)
			throws Exception {
		if (null != ex) {
			logger.error(ex.getMessage(), ex);
		}
	}
}"
66,Java,"
package com.alibaba.dubbo.remoting.transport.netty4.logging;

class FormattingTuple {

    static final FormattingTuple NULL = new FormattingTuple(null);

    private final String message;
    private final Throwable throwable;
    private final Object[] argArray;

    FormattingTuple(String message) {
        this(message, null, null);
    }

    FormattingTuple(String message, Object[] argArray, Throwable throwable) {
        this.message = message;
        this.throwable = throwable;
        if (throwable == null) {
            this.argArray = argArray;
        } else {
            this.argArray = trimmedCopy(argArray);
        }
    }

    static Object[] trimmedCopy(Object[] argArray) {
        if (argArray == null || argArray.length == 0) {
            throw new IllegalStateException(""non-sensical empty or null argument array"");
        }
        final int trimemdLen = argArray.length - 1;
        Object[] trimmed = new Object[trimemdLen];
        System.arraycopy(argArray, 0, trimmed, 0, trimemdLen);
        return trimmed;
    }

    public String getMessage() {
        return message;
    }

    public Object[] getArgArray() {
        return argArray;
    }

    public Throwable getThrowable() {
        return throwable;
    }
}"
67,Java,"package i5.las2peer.services.ocd.centrality.utils;

import java.util.Map;

import i5.las2peer.services.ocd.centrality.data.CentralityMeasureType;
import i5.las2peer.services.ocd.utils.ConditionalParameterizableFactory;

public class CentralityAlgorithmFactory implements ConditionalParameterizableFactory<CentralityAlgorithm, CentralityMeasureType> {

	public boolean isInstantiatable(CentralityMeasureType creationType) {
		if(creationType.correspondsAlgorithm()) {
			return true;
		}
		else {
			return false;
		}
	}

	@Override
	public CentralityAlgorithm getInstance(CentralityMeasureType centralityMeasureType, Map<String, String> parameters) throws InstantiationException, IllegalAccessException {
		if(isInstantiatable(centralityMeasureType)) {
			CentralityAlgorithm algorithm = (CentralityAlgorithm) centralityMeasureType.getCreationMethodClass().newInstance();
			algorithm.setParameters(parameters);
			return algorithm;
		}
		throw new IllegalStateException(""This creation type is not an instantiatable algorithm."");
	}

}"
68,Java,"
package org.apache.activemq.openwire.v6;

import java.io.DataInputStream;
import java.io.DataOutputStream;
import java.io.IOException;

import org.apache.activemq.openwire.*;
import org.apache.activemq.command.*;

public class ProducerInfoTest extends BaseCommandTestSupport {

   public static ProducerInfoTest SINGLETON = new ProducerInfoTest();

   public Object createObject() throws Exception {
      ProducerInfo info = new ProducerInfo();
      populateObject(info);
      return info;
   }

   protected void populateObject(Object object) throws Exception {
      super.populateObject(object);
      ProducerInfo info = (ProducerInfo) object;

      info.setProducerId(createProducerId(""ProducerId:1""));
      info.setDestination(createActiveMQDestination(""Destination:2""));
      {
         BrokerId value[] = new BrokerId[2];
         for (int i = 0; i < 2; i++) {
            value[i] = createBrokerId(""BrokerPath:3"");
         }
         info.setBrokerPath(value);
      }
      info.setDispatchAsync(true);
      info.setWindowSize(1);
   }
}"
69,Java,"package com.github.dreamhead.moco.handler;

import com.github.dreamhead.moco.MocoConfig;
import com.github.dreamhead.moco.ResponseHandler;
import com.github.dreamhead.moco.internal.SessionContext;
import com.google.common.collect.ImmutableList;

import java.util.stream.Collectors;

import static com.google.common.collect.ImmutableList.copyOf;

public abstract class CollectionHandler extends AbstractResponseHandler {
    private final ImmutableList<ResponseHandler> handlers;
    private int index;

    protected CollectionHandler(final Iterable<ResponseHandler> handlers) {
        this.handlers = copyOf(handlers);
    }

    @Override
    public final void writeToResponse(final SessionContext context) {
        int current = index;
        this.index = next(index, this.handlers.size());
        handlers.get(current).writeToResponse(context);
    }

    @Override
    public final ResponseHandler doApply(final MocoConfig config) {
        return newCollectionHandler(handlers.stream()
                .map(input -> input.apply(config))
                .collect(Collectors.toList()));
    }

    protected abstract int next(int index, int size);

    protected abstract ResponseHandler newCollectionHandler(Iterable<ResponseHandler> handlers);
}"
70,Java,"package com.zimolo.inventory.domain.util;

import com.fasterxml.jackson.core.JsonGenerator;
import com.fasterxml.jackson.databind.JsonSerializer;
import com.fasterxml.jackson.databind.SerializerProvider;
import org.joda.time.DateTime;
import org.joda.time.DateTimeZone;
import org.joda.time.format.DateTimeFormat;
import org.joda.time.format.DateTimeFormatter;

import java.io.IOException;

public class CustomDateTimeSerializer extends JsonSerializer<DateTime> {

    private static DateTimeFormatter formatter = DateTimeFormat
            .forPattern(""yyyy-MM-dd'T'HH:mm:ss'Z'"");

    @Override
    public void serialize(DateTime value, JsonGenerator generator,
                          SerializerProvider serializerProvider)
            throws IOException {
        generator.writeString(formatter.print(value.toDateTime(DateTimeZone.UTC)));
    }

}"
71,Java,"
package com.amazonaws.transform;

import java.lang.reflect.Constructor;

import com.amazonaws.AmazonServiceException;

public abstract class AbstractErrorUnmarshaller<T> implements Unmarshaller<AmazonServiceException, T> {

    protected final Class<? extends AmazonServiceException> exceptionClass;

    public AbstractErrorUnmarshaller() {
        this(AmazonServiceException.class);
    }

    public AbstractErrorUnmarshaller(Class<? extends AmazonServiceException> exceptionClass) {
        this.exceptionClass = exceptionClass;
    }

    protected AmazonServiceException newException(String message) throws Exception {
        Constructor<? extends AmazonServiceException> constructor = exceptionClass.getConstructor(String.class);
        return constructor.newInstance(message);
    }

}"
72,Java,"
package net.imagej.ops.create.img;

import net.imagej.ops.Ops;
import net.imagej.ops.special.chain.UFViaUFSameIO;
import net.imagej.ops.special.function.Functions;
import net.imagej.ops.special.function.UnaryFunctionOp;
import net.imglib2.Interval;
import net.imglib2.img.Img;
import net.imglib2.type.numeric.real.DoubleType;

import org.scijava.plugin.Plugin;

@Plugin(type = Ops.Create.Img.class)
public class CreateImgFromInterval extends
	UFViaUFSameIO<Interval, Img<DoubleType>> implements Ops.Create.Img
{

	@Override
	@SuppressWarnings({""rawtypes"", ""unchecked""})
	public UnaryFunctionOp<Interval, Img<DoubleType>> createWorker(
		final Interval input)
	{
		
		return (UnaryFunctionOp) Functions.unary(ops(), Ops.Create.Img.class,
			Img.class, input, new DoubleType());
	}

}"
73,Java,"package com.hearthsim.card.basic.spell;

import com.hearthsim.card.spellcard.SpellTargetableCard;
import com.hearthsim.event.effect.EffectCharacter;
import com.hearthsim.event.effect.EffectCharacterBuffTemp;
import com.hearthsim.event.filter.FilterCharacter;
import com.hearthsim.event.filter.FilterCharacterTargetedSpell;

public class HeroicStrike extends SpellTargetableCard {

    private final static EffectCharacter effect = new EffectCharacterBuffTemp(4);

    public HeroicStrike() {
        super();
    }

    @Override
    public FilterCharacter getTargetableFilter() {
        return FilterCharacterTargetedSpell.SELF;
    }

    @Override
    public EffectCharacter getTargetableEffect() {
        return HeroicStrike.effect;
    }
}"
74,Java,"package de.choesel.blechwiki.model;

import com.j256.ormlite.field.DatabaseField;
import com.j256.ormlite.table.DatabaseTable;

import java.util.UUID;

@DatabaseTable(tableName = ""komponist"")
public class Komponist {

    @DatabaseField(generatedId = true)
    private UUID id;

    @DatabaseField(canBeNull = true, uniqueCombo = true)
    private String name;

    @DatabaseField(canBeNull = true)
    private String kurzname;

    @DatabaseField(canBeNull = true, uniqueCombo = true)
    private Integer geboren;

    @DatabaseField(canBeNull = true)
    private Integer gestorben;

    public UUID getId() {
        return id;
    }

    public String getName() {
        return name;
    }

    public String getKurzname() {
        return kurzname;
    }

    public Integer getGeboren() {
        return geboren;
    }

    public Integer getGestorben() {
        return gestorben;
    }

    public void setId(UUID id) {
        this.id = id;
    }

    public void setName(String name) {
        this.name = name;
    }

    public void setKurzname(String kurzname) {
        this.kurzname = kurzname;
    }

    public void setGeboren(Integer geboren) {
        this.geboren = geboren;
    }

    public void setGestorben(Integer gestorben) {
        this.gestorben = gestorben;
    }
}"
75,JavaScript,"var keypress = require(""keypress"");

var Spark = require(""../"");
var five = require(""johnny-five"");
var Sumobot = require(""sumobot"")(five);

keypress(process.stdin);

var board = new five.Board({
  io: new Spark({
    token: process.env.SPARK_TOKEN,
    deviceId: process.env.SPARK_DEVICE_2
  })
});

board.on(""ready"", function() {

  console.log(""Welcome to Sumobot Jr: Light Bot!"");

  var bot = new Sumobot({
    left: ""D0"",
    right: ""D1"",
    speed: 0.50
  });

  var light = new five.Sensor(""A0"");
  var isQuitting = false;

  light.on(""change"", function() {
    if (isQuitting || this.value === null) {
      return;
    }

    if (this.value < 512) {
      bot.fwd();
    } else {
      bot.rev();
    }
  });

  bot.stop();
});"
76,JavaScript,"+(function () {

    'use strict';

    angular
        .module('DashboardApplication')
        .controller('FileManagerRemoveFolderController', ['$scope', '$q', 'Event', 'FoldersRest', FileManagerRemoveFolderController]);

    function FileManagerRemoveFolderController($scope, $q, Event, FoldersRest) {
        var vm = this;
        var folderId = $scope.ngDialogData.folderId;

        vm.removeFolder = removeFolder;

        function removeFolder() {
            var id = folderId;
            var $defer = $q.defer();
            FoldersRest.one(id).remove().then(function () {
                console.log(""FoldersRest"");
                debugger;
                Event.publish('FOLDERS_TREEVIEW_UPDATED');
                alert('فولدر با موفقیت حذف شد', 'انجام شد!');
                $defer.resolve();
            }, function (error) {
                $defer.reject(error);
            });
            return $defer.promise;
        }
    }

})();"
77,JavaScript,"const webpack = require('atool-build/lib/webpack');

module.exports = function (webpackConfig, env) {
  webpackConfig.babel.plugins.push('transform-runtime');
  webpackConfig.babel.plugins.push(['import', {
    libraryName: 'antd',
    style: 'css'  
  }]);
  
  if (env === 'development') {
    webpackConfig.devtool = '#eval';
    webpackConfig.babel.plugins.push('dva-hmr');
  } else {
    webpackConfig.babel.plugins.push('dev-expression');
  }

  webpackConfig.plugins = webpackConfig.plugins.filter(function (plugin) {
    return !(plugin instanceof webpack.optimize.CommonsChunkPlugin);
  });

  webpackConfig.module.loaders.forEach(function (loader, index) {
    if (typeof loader.test === 'function' && loader.test.toString().indexOf('\\.less$') > -1) {
      loader.include = /node_modules/;
      loader.test = /\.less$/;
    }
    if (loader.test.toString() === '/\\.module\\.less$/') {
      loader.exclude = /node_modules/;
      loader.test = /\.less$/;
    }
    if (typeof loader.test === 'function' && loader.test.toString().indexOf('\\.css$') > -1) {
      loader.include = /node_modules/;
      loader.test = /\.css$/;
    }
    if (loader.test.toString() === '/\\.module\\.css$/') {
      loader.exclude = /node_modules/;
      loader.test = /\.css$/;
    }
  });

  return webpackConfig;
};"
